,0
1240,1.0
1241,1.0
1242,1.0
1243,1.0
1244,1.0
1245,1.0
1246,1.0
1247,1.0078125
1248,1.03125
1249,1.03125
1250,1.015625
1251,1.03125
1252,1.015625
1253,1.015625
1254,1.015625
1255,1.03125
1256,1.0078125
1257,1.0078125
1258,1.0
1259,1.0
1260,1.0
1261,1.0078125
1262,1.0
1263,1.0078125
1264,1.0078125
1265,1.0078125
1266,1.1953125
1267,1.0
1268,1.0078125
1269,1.015625
1270,1.0
1271,1.0
1272,1.0078125
1273,1.0078125
1274,1.0
1275,1.0
1276,1.0078125
1277,1.0
1278,1.0078125
1279,1.03125
1280,1.015625
1281,1.0859375
1282,1.0
1283,1.0078125
1284,1.046875
1285,1.015625
1286,1.0
1287,1.1796875
1288,1.0
1289,1.0
1290,1.0078125
1291,1.0
1292,1.0078125
1293,1.0078125
1294,1.0
1295,1.0
1296,1.0
1297,1.0
1298,1.0
1299,1.0
1300,1.0
1301,1.0
1302,1.0
1303,1.0
1304,1.0
1305,1.0
1306,1.0
1307,1.0
1308,1.0
1309,1.0
1310,1.0
1311,1.0
1312,1.0
1313,1.0
1314,1.0
1315,1.0
1316,1.0
1317,1.0
1318,1.0703125
1319,1.0703125
1320,1.0859375
1321,1.0859375
1322,1.0859375
1323,1.0859375
1324,1.0859375
1325,1.0859375
1326,1.0859375
1327,1.0859375
1328,1.0
1329,1.0
1330,1.0
1331,1.0
1332,1.0
1333,1.0
1334,1.0
1335,1.0
1336,1.0078125
1337,1.0
1338,1.0
1339,1.0
1340,1.0078125
1341,1.0
1342,1.0
1343,1.0
1344,1.0
1345,1.0078125
1346,1.0078125
1347,1.0
1348,1.0
1349,1.0
1350,1.0
1351,1.0
1352,1.0
1353,1.0
1354,1.0
1355,1.0
1356,1.0
1357,1.0
1358,1.0
1359,1.0
1360,1.0
1361,1.0
1362,1.0
1363,1.0
1364,1.0
1365,1.0
1366,1.0
1367,1.0
1368,1.0
1369,1.0
1370,1.0
1371,1.0
1372,1.0
1373,1.0
1374,1.0
1375,1.0
1376,1.0
1377,1.0
1378,1.0078125
1379,1.0
1380,1.0
1381,1.0
1382,1.0234375
1383,1.0078125
1384,1.0
1385,1.015625
1386,1.0078125
1387,1.0
1388,1.0
1389,1.0078125
1390,1.0
1391,1.0
1392,1.0
1393,1.0
1394,1.0
1395,1.0
1396,1.0078125
1397,1.0
1398,1.0
1399,1.0
1400,1.0
1401,1.0
1402,1.0
1403,1.0
1404,1.0
1405,1.0
1406,1.0
1407,1.0
1408,1.015625
1409,1.015625
1410,1.015625
1411,1.015625
1412,1.015625
1413,1.015625
1414,1.015625
1415,1.015625
1416,1.015625
1417,1.015625
1418,1.0
1419,1.0
1420,1.0
1421,1.0
1422,1.0
1423,1.0
1424,1.0
1425,1.0
1426,1.0
1427,1.0
1428,1.0
1429,1.0
1430,1.0
1431,1.0
1432,1.0
1433,1.0
1434,1.015625
1435,1.0
1436,1.0
1437,1.0
1438,1.0859375
1439,1.0859375
1440,1.0859375
1441,1.0859375
1442,1.0859375
1443,1.0859375
1444,1.0859375
1445,1.0859375
1446,1.0859375
1447,1.0859375
1448,1.0
1449,1.0
1450,1.0
1451,1.0
1452,1.0
1453,1.0
1454,1.0
1455,1.0
1456,1.0
1457,1.0
1458,1.0
1459,1.0
1460,1.0078125
1461,1.0
1462,1.0
1463,1.0
1464,1.0
1465,1.0
1466,1.0
1467,1.0
1468,1.0
1469,1.0078125
1470,1.0
1471,1.0078125
1472,1.0078125
1473,1.0078125
1474,1.0078125
1475,1.046875
1476,1.0
1477,1.0078125
1478,1.0
1479,1.0
1480,1.0
1481,1.0
1482,1.0
1483,1.0
1484,1.0
1485,1.0
1486,1.0
1487,1.0
